trade_date,symbol,name,market,close,pct_change,volume,amount,source,currency,asset_group
20251120,000660.KS,SK海力士,KR_EQUITY,569445.1875,1.6014246979235702,4670237.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251120,000688.SH,科创50,CN_INDEX,1328.19,-1.24,774703900.0,437.45,中证指数官网 / AKShare,点,中国科技指数
20251120,005930.KS,三星电子,KR_EQUITY,99906.546875,4.248700726575749,25360435.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251120,931087.CSI,中国科技龙头,CN_INDEX,4927.59,-0.57,1701600644.0,1053.1,中证指数官网 / AKShare,点,中国科技指数
20251120,AAPL,苹果,US_EQUITY,265.7562561035156,-0.8601349703672212,45823600.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,AMZN,亚马逊,US_EQUITY,217.13999938964844,-2.492255148822009,50309000.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,DX-Y.NYB,美元指数,FX_INDEX,100.16000366210938,-0.0698390626357015,0.0,,Yahoo Finance / yfinance,点,美元与利率
20251120,GOOGL,谷歌母公司,US_EQUITY,288.884765625,-1.1474968674489383,62025200.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,META,Meta,US_EQUITY,587.6217651367188,-0.19818149456711787,20603000.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,MSFT,微软,US_EQUITY,476.308837890625,-1.6001331022243659,26802500.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,MU,美光科技,US_EQUITY,201.17320251464844,-10.866681936776335,47420700.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,NVDA,英伟达,US_EQUITY,180.40989685058594,-3.1524705151118493,343504800.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,TSLA,特斯拉,US_EQUITY,395.2300109863281,-2.168365419886953,113548800.0,,Yahoo Finance / yfinance,USD,科技龙头
20251120,^DJI,道琼斯工业指数,US_INDEX,45752.26171875,-0.8377072393276896,721440000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251120,^GSPC,标普500指数,US_INDEX,6538.759765625,-1.5567283563270418,5596080000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251120,^IXIC,纳斯达克综合指数,US_INDEX,22078.05078125,-2.154647765069262,10548620000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251121,000660.KS,SK海力士,KR_EQUITY,519581.34375,-8.756566012773614,6646712.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251121,000688.SH,科创50,CN_INDEX,1285.83,-3.19,1007064900.0,560.3,中证指数官网 / AKShare,点,中国科技指数
20251121,005930.KS,三星电子,KR_EQUITY,94146.5234375,-5.765411394617381,23103574.0,,Yahoo Finance / yfinance,KRW,科技龙头
