trade_date,symbol,name,close,ma10w,ma20w,dev10w_pct,dev20w_pct,source
20230331,000688.SH,科创50,1081.54,1021.525,1005.217,5.875039768972856,7.592688941790682,公开指数日线计算（周五收盘/当周最后交易日）
20230407,000688.SH,科创50,1161.02,1034.7130000000002,1012.1050000000001,12.206959804312856,14.71339436125696,公开指数日线计算（周五收盘/当周最后交易日）
20230414,000688.SH,科创50,1136.21,1044.947,1017.316,8.733744390863851,11.687027432970677,公开指数日线计算（周五收盘/当周最后交易日）
20230421,000688.SH,科创50,1116.83,1054.176,1023.158,5.943409829098756,9.155184243293801,公开指数日线计算（周五收盘/当周最后交易日）
20230428,000688.SH,科创50,1087.87,1064.33,1027.1444999999999,2.211720049232846,5.912069820750632,公开指数日线计算（周五收盘/当周最后交易日）
20230505,000688.SH,科创50,1049.09,1070.176,1029.5145,-1.9703301139251894,1.9014302372623026,公开指数日线计算（周五收盘/当周最后交易日）
20230512,000688.SH,科创50,1014.11,1071.697,1031.3020000000001,-5.373440440721577,-1.6670189721342599,公开指数日线计算（周五收盘/当周最后交易日）
20230519,000688.SH,科创50,1040.16,1076.3579999999997,1037.2925,-3.3630074752080352,0.2764408303347565,公开指数日线计算（周五收盘/当周最后交易日）
20230526,000688.SH,科创50,1038.66,1078.6480000000001,1041.2305000000001,-3.7072334997144574,-0.24687136998003956,公开指数日线计算（周五收盘/当周最后交易日）
20230602,000688.SH,科创50,1053.29,1077.8780000000002,1044.3400000000001,-2.281148701430047,0.8570005936763714,公开指数日线计算（周五收盘/当周最后交易日）
20230609,000688.SH,科创50,1032.55,1072.979,1047.252,-3.767920900595456,-1.4038645903755698,公开指数日线计算（周五收盘/当周最后交易日）
20230616,000688.SH,科创50,1052.88,1062.165,1048.4389999999999,-0.8741579698069324,0.4235821063505174,公开指数日线计算（周五收盘/当周最后交易日）
20230623,000688.SH,科创50,1020.22,1050.566,1047.7565,-2.8885381784676034,-2.6281392670911563,公开指数日线计算（周五收盘/当周最后交易日）
20230630,000688.SH,科创50,1005.15,1039.3980000000001,1046.787,-3.2949842120150508,-3.977600027512762,公开指数日线计算（周五收盘/当周最后交易日）
20230707,000688.SH,科创50,991.85,1029.7959999999998,1047.0629999999999,-3.684807476432206,-5.2731306521192955,公开指数日线计算（周五收盘/当周最后交易日）
20230714,000688.SH,科创50,991.56,1024.0430000000001,1047.1095,-3.1720347680712746,-5.305032568227109,公开指数日线计算（周五收盘/当周最后交易日）
20230721,000688.SH,科创50,955.55,1018.1870000000001,1044.942,-6.15181690593184,-8.554733181363183,公开指数日线计算（周五收盘/当周最后交易日）
20230728,000688.SH,科创50,962.64,1010.4349999999998,1043.3965,-4.730140978885322,-7.7397710266423285,公开指数日线计算（周五收盘/当周最后交易日）
20230804,000688.SH,科创50,975.78,1004.1469999999999,1041.3974999999998,-2.8249847880838175,-6.300908154667151,公开指数日线计算（周五收盘/当周最后交易日）
20230811,000688.SH,科创50,938.77,992.695,1035.2865,-5.432182090168691,-9.322685073165736,公开指数日线计算（周五收盘/当周最后交易日）
20230818,000688.SH,科创50,904.25,979.8650000000001,1026.422,-7.716879366035123,-11.90270668399548,公开指数日线计算（周五收盘/当周最后交易日）
20230825,000688.SH,科创50,870.4,961.617,1011.891,-9.485793200411386,-13.982830166490267,公开指数日线计算（周五收盘/当周最后交易日）
20230901,000688.SH,科创50,934.79,953.074,1001.82,-1.9184239628822097,-6.690822702681132,公开指数日线计算（周五收盘/当周最后交易日）
20230908,000688.SH,科创50,901.51,942.7099999999998,991.0539999999999,-4.3703790136945475,-9.035229160065938,公开指数日线计算（周五收盘/当周最后交易日）
20230915,000688.SH,科创50,887.01,932.226,981.0110000000001,-4.850325993911353,-9.582053616116449,公开指数日线计算（周五收盘/当周最后交易日）
